genename	refseq
FCMR	NM_001405871
FCMR	NM_001405862
FCMR	NM_005449
FCMR	NM_001142473
FCMR	NM_001193338
ANKRD24	NM_001393985
ANKRD24	NM_001393555
ANKRD24	NM_001393552
ANKRD24	NM_001393553
ANKRD24	NM_133475
UMPS	NM_000373
ANKRD24	NM_001393557
ANKRD24	NM_001393556
PKD1	NM_001009944
ACLY	NM_001303274
PKD1	NM_000296
ACLY	NM_001096
PIGR	NM_002644
ACLY	NM_001303275
ACLY	NM_198830
LTBP3	NM_001130144
RPSA2	NM_001355287
RPSA2	NM_001355283
RPSA2	NM_001387845
RPSA2	NM_001387846
NMI	NM_004688
MAPK14	NM_139012
MAPK14	NM_001315
HNRNPA2B1	NM_031243
HNRNPA2B1	NM_002137
ITGB5	NM_001354766
ITGB5	NM_001354764
ITGB5	NM_001354765
ITGB5	NM_002213
MAPK14	NM_139014
MAPK14	NM_139013
TNFAIP6	NM_007115
ODAD4	NM_031421
ODAD4	NM_001350319
FCAMR	NM_001170631
APAF1	NM_181861
FCAMR	NM_032029
LTBP3	NM_001164266
LTBP3	NM_021070
TRIO	NM_007118
COLGALT1	NM_024656
APAF1	NM_181869
FCAMR	NM_001122979
APAF1	NM_181868
APAF1	NM_001160
C1orf116	NM_023938
CNP	NM_033133
C1orf116	NM_001083924
PSPN	NM_004158
APAF1	NM_013229
CNP	NM_001330216
PRMT6	NM_018137
KHSRP	NM_001366299
SH3BGRL3	NM_031286
MUC13	NM_033049
ZNF786	NM_152411
KHSRP	NM_001366300
KHSRP	NM_003685
CD52	NM_001803
FADD	NM_003824
CREBL2	NM_001310
ZNF425	NM_001001661
VSIG10L2	NM_001365077
GPR19	NM_006143
VSIG10L2	NM_001391972
VSIG10L2	NM_001391971
HNRNPA0	NM_006805
ZNF683	NM_173574
ZNF683	NM_001114759
ZNF683	NM_001307925
APOLD1	NM_001130415
APOLD1	NM_030817
PDIA4	NM_001371245
PDIA4	NM_004911
PDIA4	NM_001371244
PLPPR2	NM_001393894
PLPPR2	NM_001393896
PLPPR2	NM_022737
PLPPR2	NM_001393895
ATPSCKMT	NM_001258389
ATPSCKMT	NM_199133
PLPPR2	NM_001393893
PLPPR2	NM_001393892
ATPSCKMT	NM_001258388
PLPPR2	NM_001170635
TINAGL1	NM_001204414
PTN	NM_002825
PTN	NM_001321386
TINAGL1	NM_022164
PTN	NM_001321387
TINAGL1	NM_001204415
PEF1	NM_012392
PEF1	NM_001359651
EYA4	NM_001301012
DDX47	NM_201224
ANK2	NM_001354260
EYA4	NM_004100
EYA4	NM_172105
EYA4	NM_001370458
EYA4	NM_001370459
ANO1	NM_001378092
EYA4	NM_172103
ANO1	NM_001378093
ANO1	NM_001378095
ANO1	NM_018043
ANO1	NM_001378094
ANO1	NM_001378097
DDX47	NM_016355
EYA4	NM_001301013
PIK3CG	NM_001282426
PIK3CG	NM_001282427
ANO1	NM_001378096
PIK3CG	NM_002649
RAB26	NM_001308053
AIMP2	NM_001326609
AIMP2	NM_001326611
AIMP2	NM_001326610
AIMP2	NM_001362785
AIMP2	NM_001362787
CCT5	NM_001306153
CCT5	NM_001306154
TRIM28	NM_005762
FOLR3	NM_001412270
AIMP2	NM_006303
AIMP2	NM_001326606
RAB26	NM_014353
CCT5	NM_012073
FOLR3	NM_001318045
FOLR3	NM_000804
AIMP2	NM_001326607
ANKRD61	NM_001271700
CCT5	NM_001306156
CCT5	NM_001306155
ANK2	NM_001386187
ANK2	NM_001354266
ANK2	NM_001386153
ANK2	NM_001386154
RIF1	NM_001177663
RIF1	NM_001177664
CMBL	NM_138809
RIF1	NM_018151
ORC1	NM_001190818
ORC1	NM_001190819
ORC1	NM_004153
UBE2M	NM_003969
SMLR1	NM_001195597
RIF1	NM_001177665
SDE2	NM_152608
ROPN1L	NM_031916
ROPN1L	NM_001201466
PCSK7	NM_004716
ATP2A2	NM_001681
ATP2A2	NM_001413015
ATP2A2	NM_170665
CHMP2A	NM_014453
CHMP2A	NM_198426
PLIN4	NM_001393889
PLIN4	NM_001393888
PLIN4	NM_001393890
PLIN4	NM_001393891
PLIN4	NM_001367868
CYRIA	NM_030797
DNAJC7	NM_003315
H3-3A	NM_001379043
H3-3A	NM_001379046
H3-3A	NM_001379045
H3-3A	NM_001379047
H3-3A	NM_002107
BICRA	NM_015711
BICRA	NM_001394372
TRAF7	NM_032271
LRFN3	NM_024509
ARID5A	NM_001319085
ARID5A	NM_001319087
ARID5A	NM_212481
PYM1	NM_032345
ANK2	NM_001386147
ANK2	NM_001386160
ANK2	NM_001354249
ANK2	NM_001386149
SDHAF1	NM_001042631
PYM1	NM_001143853
ARID5A	NM_001319094
ARID5A	NM_001319096
ARID5A	NM_001319093
ARID5A	NM_001319092
ANK2	NM_001386186
ANK2	NM_001386143
ANK2	NM_001354244
ANK2	NM_001354243
ANK2	NM_001354254
ANK2	NM_001354256
ANK2	NM_001354255
ANK2	NM_001386161
DNAJC7	NM_001144766
ACBD3	NM_022735
SYNE4	NM_001039876
ANK2	NM_001354262
DDX6	NM_004397
SYNE4	NM_001297735
MIXL1	NM_001282402
MIXL1	NM_031944
DDX6	NM_001257191
CASKIN1	NM_020764
CFTR	NM_000492
SAMD9	NM_001193307
SAMD9	NM_017654
ANK2	NM_001354276
ANK2	NM_001386162
ANK2	NM_001354257
ANK2	NM_001354253
ANK2	NM_001386156
ANK2	NM_001354270
ANK2	NM_001386157
ANK2	NM_001354277
ANK2	NM_001354272
NKIRAS2	NM_001001349
ANK2	NM_001386150
ANK2	NM_001354274
HEPACAM2	NM_001039372
PMEL	NM_001320121
PMEL	NM_001200054
HEPACAM2	NM_001288810
ARCN1	NM_001142281
NKIRAS2	NM_001144929
HEPACAM2	NM_001346642
HEPACAM2	NM_198151
ANK2	NM_001386146
ANK2	NM_001386142
HEPACAM2	NM_001288804
PMEL	NM_001320122
PMEL	NM_001384361
NKIRAS2	NM_001144927
NKIRAS2	NM_017595
ARCN1	NM_001655
ANK2	NM_001354239
ANK2	NM_001354275
NKIRAS2	NM_001144928
PMEL	NM_001200053
C17orf113	NM_001358661
PMEL	NM_006928
SAMD9L	NM_001350085
SAMD9L	NM_001350082
SAMD9L	NM_152703
ANK2	NM_001386151
SAMD9L	NM_001350084
KANSL3	NM_001115016
HIKESHI	NM_001322407
HIKESHI	NM_001322409
HIKESHI	NM_016401
HIKESHI	NM_001322404
SAMD9L	NM_001303497
SAMD9L	NM_001303500
SAMD9L	NM_001303496
SAMD9L	NM_001303498
SAMD9L	NM_001350083
KANSL3	NM_001349262
KANSL3	NM_001349260
KANSL3	NM_001349261
KANSL3	NM_001349258
KANSL3	NM_001349257
KANSL3	NM_001349259
KANSL3	NM_001349256
ANK2	NM_001354252
ANK2	NM_001127493
ANK2	NM_001354271
ANK2	NM_001386158
DHX58	NM_024119
ANK2	NM_001354261
ANK2	NM_001354267
ANK2	NM_001354264
ANK2	NM_001354236
ANK2	NM_001354228
ANK2	NM_001354235
ANK2	NM_001354232
ANK2	NM_001354258
ANK2	NM_001354273
ANK2	NM_001354245
ANK2	NM_001354268
FER1L5	NM_001293083
ANK2	NM_001148
ANK2	NM_001354225
ANK2	NM_001354246
ANK2	NM_001354265
ANK2	NM_020977
ANK2	NM_001354241
VWCE	NM_152718
ANK2	NM_001386148
ANK2	NM_001354269
ANK2	NM_001386152
ANK2	NM_001354231
ANK2	NM_001354242
ANK2	NM_001386144
ANK2	NM_001354240
NVL	NM_206840
SEMA3E	NM_012431
SEMA3E	NM_001178129
KAT2A	NM_021078
KAT2A	NM_001376227
C5orf15	NM_020199
HSPB9	NM_033194
ANK2	NM_001354282
ANK2	NM_001354279
ANK2	NM_001354278
ANK2	NM_001354281
ANK2	NM_001354280
CDK2	NM_001290230
LMAN2L	NM_001322351
LMAN2L	NM_001322350
LMAN2L	NM_001322356
LMAN2L	NM_030805
LMAN2L	NM_001322355
NVL	NM_002533
VDAC1	NM_001401008
VDAC1	NM_001401009
VDAC1	NM_001401010
VDAC1	NM_001401011
VDAC1	NM_001401017
VDAC1	NM_001401016
VDAC1	NM_001401018
VDAC1	NM_003374
VDAC1	NM_001401022
VDAC1	NM_001401023
VDAC1	NM_001401029
VDAC1	NM_001401026
VDAC1	NM_001401032
VDAC1	NM_001401031
VDAC1	NM_001401024
VDAC1	NM_001401025
VDAC1	NM_001401028
VDAC1	NM_001401020
VDAC1	NM_001401021
NVL	NM_001243147
CDK2	NM_001798
NVL	NM_001243146
ANK2	NM_001386167
VDAC1	NM_001401027
CDK2	NM_052827
LMAN2L	NM_001322347
LMAN2L	NM_001322346
LMAN2L	NM_001142292
LMAN2L	NM_001322352
LMAN2L	NM_001322354
ANK2	NM_001386166
PPM1D	NM_003620
FLNB	NM_001164317
POU2F2	NM_001393934
POU2F2	NM_001393935
POU2F2	NM_001394376
ANK2	NM_001386174
ANK2	NM_001386175
FLNB	NM_001164319
POU2F2	NM_002698
POU2F2	NM_001394378
FLNB	NM_001164318
ANK2	NM_001354237
ANK2	NM_001354230
POU2F2	NM_001393936
CNNM4	NM_020184
GLIPR1L1	NM_001304964
RSPH10B2	NM_001099697
GLIPR1L1	NM_152779
FAM241A	NM_152400
POU2F2	NM_001207025
POU2F2	NM_001394377
NKX6-1	NM_006168
POU2F2	NM_001247994
RAI1	NM_030665
FLNB	NM_001457
POU2F2	NM_001207026
CNIH4	NM_001277197
CNIH4	NM_014184
CNIH4	NM_001277198
CNIH4	NM_001277199
CNNM3	NM_199078
GLIPR1L2	NM_001270396
GLIPR1L2	NM_152436
CNNM3	NM_017623
ZNF722	NM_001396012
CDS1	NM_001263
CNIH4	NM_001277200
PDGFA	NM_001395365
PDGFA	NM_001395363
PDGFA	NM_001395366
PDGFA	NM_033023
PDGFA	NM_001395364
PDGFA	NM_002607
EPB41L2	NM_001252660
GLIPR1	NM_006851
BMP8A	NM_181809
EPB41L2	NM_001350308
EPB41L2	NM_001350307
EPB41L2	NM_001199388
EPB41L2	NM_001350309
EPB41L2	NM_001350310
MLST8	NM_001199175
ANKRD23	NM_144994
HEYL	NM_014571
ALKBH6	NM_032878
ALKBH6	NM_001386056
ALKBH6	NM_001386055
KALRN	NM_001388419
EPB41L2	NM_001350303
EPB41L2	NM_001431
EPB41L2	NM_001350302
RSPH10B	NM_173565
HPCAL4	NM_016257
EPB41L2	NM_001350311
EPB41L2	NM_001350312
EPB41L2	NM_001350313
HPCAL4	NM_001282397
HPCAL4	NM_001282396
TCF7	NM_001346425
TCF7	NM_003202
ANKRD39	NM_016466
EPB41L2	NM_001135554
EPB41L2	NM_001135555
EPB41L2	NM_001350304
EPB41L2	NM_001350320
EPB41L2	NM_001350305
EPB41L2	NM_001350301
EPB41L2	NM_001350299
WDFY3	NM_014991
KALRN	NM_001388418
KALRN	NM_001322989
KALRN	NM_001322991
KALRN	NM_001388417
KALRN	NM_003947
KALRN	NM_001322990
EPB41L2	NM_001350314
EPB41L2	NM_001350315
ALKBH6	NM_198867
KALRN	NM_001024660
KALRN	NM_001322988
EPB41L2	NM_001350306
ALKBH6	NM_001297701
TEX2	NM_018469
KALRN	NM_001322992
TEX2	NM_001288732
PABPC4	NM_003819
KRR1	NM_007043
TEX2	NM_001288733
TCF7	NM_001346450
OCM2	NM_006188
TCF7	NM_201634
TCF7	NM_001366502
CCDC201	NM_001395235
TCF7	NM_001134851
TCF7	NM_213648
TCF7	NM_201632
OR6C4	NM_001005494
PABPC4	NM_001135654
OR6C4	NM_001385975
KALRN	NM_001388413
KALRN	NM_001388414
PABPC4	NM_001135653
KRT17	NM_000422
MLST8	NM_001352059
MLST8	NM_001352057
MLST8	NM_022372
MLST8	NM_001352060
MLST8	NM_001199173
SEMA4C	NM_017789
KALRN	NM_001388415
KALRN	NM_001388416
GP1BA	NM_000173
RAMP1	NM_001308353
TSSK1B	NM_032028
KALRN	NM_001388412
MLST8	NM_001199174
RAMP1	NM_005855
MOGAT1	NM_058165
KALRN	NM_007064
KALRN	NM_001322993
KALRN	NM_001322995
KALRN	NM_001322996
KALRN	NM_001322998
KALRN	NM_001323000
KALRN	NM_001322997
KALRN	NM_001322994
KALRN	NM_001322999
KALRN	NM_001323001
BRICD5	NM_182563
TRAF4	NM_004295
PGP	NM_001042371
ECSIT	NM_016581
ECSIT	NM_001142464
ECSIT	NM_001142465
POU1F1	NM_001122757
POU1F1	NM_000306
ECSIT	NM_001243204
AUTS2	NM_015570
YTHDC2	NM_022828
YTHDC2	NM_001345975
YTHDC2	NM_001345976
AUTS2	NM_001127231
AUTS2	NM_001127232
EXOSC5	NM_020158
ECM1	NM_001202858
E4F1	NM_001288778
ECM1	NM_022664
FYN	NM_002037
MCEMP1	NM_174918
FYN	NM_153047
ECM1	NM_004425
FYN	NM_153048
FYN	NM_001370529
E4F1	NM_004424
E4F1	NM_001288776
LLGL1	NM_004140
ROPN1B	NM_001012337
ERBB3	NM_001005915
ROPN1B	NM_001308313
MCC	NM_002387
CSHL1	NM_001321069
CSHL1	NM_001321068
CSHL1	NM_022580
CSHL1	NM_001321067
MCC	NM_001085377
CSHL1	NM_001318
ERBB3	NM_001982
EVI5L	NM_001159944
EVI5L	NM_145245
CSHL1	NM_022581
CSHL1	NM_022579
DNASE1L2	NM_001374
DNASE1L2	NM_001301680
ENSA	NM_004436
POLQ	NM_199420
RGMB	NM_001366510
RGMB	NM_001366509
RGMB	NM_001012761
RGMB	NM_001366511
ENSA	NM_207046
RGMB	NM_001366508
ENSA	NM_207045
ENSA	NM_207042
ELAVL1	NM_001419
ARGFX	NM_001012659
FBXO40	NM_016298
ENSA	NM_207044
ENSA	NM_207047
ENSA	NM_207043
CHD1	NM_001364113
ENSA	NM_207168
CHD1	NM_001376194
CHD1	NM_001270
GOLPH3L	NM_018178
ACSL3	NM_001354159
ECI1	NM_001919
ECI1	NM_001178029
ACSL3	NM_001354158
TRHDE	NM_013381
ACSL3	NM_004457
ACSL3	NM_203372
THUMPD3	NM_015453
OR6C75	NM_001005497
THUMPD3	NM_001114092
UNC13A	NM_001387022
UNC13A	NM_001387021
UNC13A	NM_001080421
OR6C76	NM_001412214
OR6C76	NM_001005183
UNC13A	NM_001387023
OR6C6	NM_001005493
LHFPL4	NM_198560
ANP32D	NM_012404
C12orf54	NM_152319
LALBA	NM_001384350
LALBA	NM_002289
HORMAD1	NM_032132
HORMAD1	NM_001199829
NEUROD4	NM_021191
OR9K2	NM_001005243
CSNK1A1	NM_001025105
CSNK1A1	NM_001892
ABCA8	NM_007168
ABCA8	NM_001375771
ABCA8	NM_001375772
ABCA8	NM_001288985
CSNK1A1	NM_001271741
RASSF1	NM_170713
NUMA1	NM_001286561
CSNK1A1	NM_001271742
NUMA1	NM_006185
MCL1	NM_001197320
EGFR	NM_201284
RASSF1	NM_170712
MCL1	NM_021960
MAP1S	NM_018174
MCL1	NM_182763
RASSF1	NM_170714
WNT3A	NM_033131
ABCA8	NM_001288986
RASSF1	NM_007182
MAP1S	NM_001308363
LOXL3	NM_032603
GPRC5A	NM_003979
DAP	NM_004394
DAP	NM_001291963
RASSF1	NM_001206957
SLC16A6	NM_001174166
SLC16A6	NM_004694
HEBP1	NM_015987
LOXL3	NM_001289164
LOXL3	NM_001289165
C1orf35	NM_024319
B3GNT3	NM_014256
INSL3	NM_005543
INSL3	NM_001265587
GARIN6	NM_153364
GDF15	NM_004864
EGFR	NM_005228
EGFR	NM_001346899
EGFR	NM_001346941
EGFR	NM_001346898
EGFR	NM_001346897
ELL	NM_006532
EGFR	NM_201282
EGFR	NM_201283
EGFR	NM_001346900
MCF2L2	NM_015078
PGR	NM_000926
PGR	NM_001202474
PGR	NM_001271162
PGR	NM_001271161
PRKAG1	NM_002733
PRKAG1	NM_001206709
KCNN1	NM_002248
KCNN1	NM_001386976
KCNN1	NM_001386974
KCNN1	NM_001386975
ARHGAP44	NM_014859
ARHGAP44	NM_001321166
KCNN1	NM_001386977
ZNF530	NM_001387563
ZNF530	NM_020880
ZNF530	NM_001387562
ZNF530	NM_001321981
ZNF530	NM_001387561
PRKAG1	NM_001206710
ARHGAP44	NM_001321167
ARHGAP44	NM_001321164
ARHGAP44	NM_001321168
IFRD2	NM_006764
ZNF606	NM_001348024
ZNF606	NM_001348023
ZNF606	NM_001348022
ZNF606	NM_001348025
ZNF606	NM_025027
IRF5	NM_001347928
IRF5	NM_001098629
IRF5	NM_001364314
CDKN1B	NM_004064
IRF5	NM_001242452
ERP29	NM_001034025
IRF5	NM_001098630
IRF5	NM_032643
RNPS1	NM_006711
ZNF566	NM_032838
IRF5	NM_001098627
RNPS1	NM_001286626
ZNF566	NM_001145343
ZNF566	NM_001145344
ZNF566	NM_001145345
RNPS1	NM_080594
PITPNA	NM_006224
ZNF566	NM_001300970
ERP29	NM_006817
RNPS1	NM_001286625
ZNF433	NM_001308348
RNPS1	NM_001286627
ZNF433	NM_001308355
ZNF433	NM_001308351
ZNF433	NM_001308357
ZNF433	NM_001080411
ZNF433	NM_001308346
MRPL55	NM_181441
CTNND2	NM_001364128
TEX101	NM_031451
TEX101	NM_001130011
PLLP	NM_015993
CEP95	NM_138363
CEP95	NM_001316990
MRPL55	NM_181464
NAA25	NM_024953
MRPL55	NM_181465
MRPL55	NM_001321284
MRPL55	NM_181456
NUDCD3	NM_015332
CTNND2	NM_001332
LYPD3	NM_014400
CTNND2	NM_001288717
MRPL55	NM_181462
MRPL55	NM_181463
MRPL55	NM_181454
MRPL55	NM_181455
PHLDB3	NM_198850
GJC2	NM_020435
IBA57	NM_001310327
IBA57	NM_001010867
ETHE1	NM_001320869
ETHE1	NM_001320868
ETHE1	NM_001320867
ETHE1	NM_014297
CTNND2	NM_001288715
GRAMD1B	NM_001387034
GRAMD1B	NM_001387030
GRAMD1B	NM_001330396
GRAMD1B	NM_001387035
GRAMD1B	NM_001387031
CTNND2	NM_001288716
GRAMD1B	NM_001367421
GRAMD1B	NM_001367418
GRAMD1B	NM_001387024
GRAMD1B	NM_001387025
GRAMD1B	NM_001387026
SEZ6	NM_001098635
GRAMD1B	NM_001354837
SEZ6	NM_001290202
ZNF575	NM_174945
ZNF575	NM_001394237
TRIM11	NM_145214
PRR35	NM_145270
SEZ6	NM_178860
GRAMD1B	NM_001286563
TRAFD1	NM_001143906
GFRA3	NM_001496
GRAMD1B	NM_001387028
GRAMD1B	NM_020716
GRAMD1B	NM_001387029
HBEGF	NM_001945
TRAFD1	NM_006700
GRAMD1B	NM_001367420
GRAMD1B	NM_001367419
GRAMD1B	NM_001387032
GRAMD1B	NM_001387033
GRAMD1B	NM_001286564
DHX34	NM_014681
MBNL1	NM_001376845
MBNL1	NM_001376831
MBNL1	NM_001376846
MBNL1	NM_001376848
MBNL1	NM_001387784
MBNL1	NM_207292
MBNL1	NM_001387803
MBNL1	NM_001376844
MBNL1	NM_001376830
TRIM17	NM_001024940
TRIM17	NM_016102
TRIM17	NM_001134855
MBNL1	NM_001387806
MBNL1	NM_001314057
MBNL1	NM_001387791
MBNL1	NM_001387800
MBNL1	NM_001387781
MBNL1	NM_001376826
MBNL1	NM_001387788
MBNL1	NM_001387811
MBNL1	NM_001387797
MBNL1	NM_001376840
MBNL1	NM_001387821
MBNL1	NM_001376829
MBNL1	NM_001376827
MBNL1	NM_001376842
MBNL1	NM_001376843
MBNL1	NM_001387782
MBNL1	NM_001387799
MBNL1	NM_021038
MBNL1	NM_001387789
MBNL1	NM_001387813
MBNL1	NM_001387815
MBNL1	NM_001376837
MBNL1	NM_001387798
MBNL1	NM_001387814
MBNL1	NM_001387812
MBNL1	NM_001376841
MBNL1	NM_001376847
MBNL1	NM_001387816
MBNL1	NM_001387783
MBNL1	NM_001387818
MBNL1	NM_001387817
MBNL1	NM_001387786
MBNL1	NM_001376828
MBNL1	NM_001387790
MBNL1	NM_001387830
GRM1	NM_001278065
GRM1	NM_001278066
SPARC	NM_001309443
SPARC	NM_001309444
SPARC	NM_003118
MBNL1	NM_001376833
MBNL1	NM_001363870
MBNL1	NM_207294
MBNL1	NM_001376853
MMP13	NM_002427
MBNL1	NM_001376824
MBNL1	NM_001387827
MBNL1	NM_001387810
MBNL1	NM_001376825
GRM1	NM_001278064
GRM1	NM_001278067
MBNL1	NM_001376849
MBNL1	NM_001376836
MBNL1	NM_001387819
MBNL1	NM_001376851
MBNL1	NM_001387796
MBNL1	NM_001376835
RAB32	NM_006834
MBNL1	NM_001387822
MBNL1	NM_001387825
MBNL1	NM_001387823
MBNL1	NM_001387826
MBNL1	NM_001387824
CAMK2D	NM_172128
CAMK2D	NM_001399860
MBNL1	NM_207293
MBNL1	NM_001376838
MBNL1	NM_001387809
MBNL1	NM_001387801
MBNL1	NM_001387831
MBNL1	NM_207295
MBNL1	NM_001387828
MBNL1	NM_001387832
MBNL1	NM_001387834
MBNL1	NM_001387802
MBNL1	NM_001387829
MBNL1	NM_001387833
MBNL1	NM_001387792
MBNL1	NM_001376832
MBNL1	NM_207297
MBNL1	NM_001387820
MBNL1	NM_001387787
MBNL1	NM_001387793
MBNL1	NM_001376834
CDK13	NM_031267
MBNL1	NM_207296
MBNL1	NM_001376819
MBNL1	NM_001387785
MBNL1	NM_001376839
MBNL1	NM_001376823
MBNL1	NM_001376822
MBNL1	NM_001376818
MBNL1	NM_001387805
MBNL1	NM_001376820
MBNL1	NM_001387794
MBNL1	NM_001387804
MBNL1	NM_001387807
MBNL1	NM_001387808
MBNL1	NM_001376821
MBNL1	NM_001387795
CAMK2D	NM_001321591
CAMK2D	NM_001396964
CAMK2D	NM_001321571
CDK13	NM_003718
RETNLB	NM_001412183
RETNLB	NM_032579
OR5K2	NM_001004737
HECTD4	NM_001388303
HECTD4	NM_001109662
CAMK2D	NM_001396967
CAMK2D	NM_172127
CAMK2D	NM_001399862
HMGN3	NM_001318886
HMGN3	NM_001318885
HMGN3	NM_001318888
HMGN3	NM_004242
HMGN3	NM_001201363
HMGN3	NM_001318884
HMGN3	NM_001318887
HMGN3	NM_138730
CAMK2D	NM_001321577
CAMK2D	NM_001399858
CAMK2D	NM_001321575
CAMK2D	NM_001321568
CAMK2D	NM_001399864
CAMK2D	NM_001399861
HMGN3	NM_001201362
CAMK2D	NM_001321584
CAMK2D	NM_001321590
CAMK2D	NM_001321581
CAMK2D	NM_001321586
CAMK2D	NM_001321576
CAMK2D	NM_001399857
CAMK2D	NM_001321570
CAMK2D	NM_001321573
CAMK2D	NM_001321574
CAMK2D	NM_001321588
CAMK2D	NM_001321566
CAMK2D	NM_001321569
CAMK2D	NM_001321583
CAMK2D	NM_001399856
CAMK2D	NM_001321579
CAMK2D	NM_001321582
CAMK2D	NM_001321587
SLC22A14	NM_001320033
CAMK2D	NM_001221
CAMK2D	NM_001321580
CAMK2D	NM_001399859
CAMK2D	NM_001396966
CAMK2D	NM_001396965
SLC22A14	NM_004803
CAMK2D	NM_001321589
CAMK2D	NM_172114
CAMK2D	NM_001399855
CAMK2D	NM_001321572
CAMK2D	NM_001321567
CAMK2D	NM_001399863
CAMK2D	NM_172115
MEIS3	NM_001009813
CAMK2D	NM_172129
CAMK2D	NM_001321578
CAMK2D	NM_001399865
CAMK2D	NM_001321585
C6	NM_000065
CAMK2D	NM_001321592
MEIS3	NM_001346148
MEIS3	NM_001301059
C6	NM_001115131
MEIS3	NM_020160
ZPLD1	NM_175056
ZPLD1	NM_001329788
C7	NM_000587
MKRN2OS	NM_001378011
MKRN2OS	NM_001378010
MKRN2OS	NM_001378009
MKRN2OS	NM_001195279
SLC8A2	NM_015063
DCTN1	NM_001190837
DCTN1	NM_004082
KPTN	NM_001291296
KPTN	NM_007059
DCTN1	NM_001378992
DCTN1	NM_001378991
TADA3	NM_006354
PPIH	NM_006347
TADA3	NM_001278270
DCTN1	NM_001135041
EPS8L2	NM_022772
TADA3	NM_133480
DCTN1	NM_023019
CLCN3	NM_001243372
DCTN1	NM_001190836
CLCN3	NM_173872
PPIH	NM_001330510
CLCN3	NM_001829
CLCN3	NM_001243374
DCTN1	NM_001135040
GADL1	NM_207359
SPAG9	NM_001130528
FRG2C	NM_001124759
KRTAP5-11	NM_001005405
SPAG9	NM_001251971
SPAG9	NM_001130527
FRG2C	NM_001410775
SPAG9	NM_003971
NAPA	NM_003827
ODF3	NM_053280
ODF3	NM_001286136
KMT2E	NM_182931
KMT2E	NM_018682
FBN2	NM_001999
YBX1	NM_004559
CLDN19	NM_148960
CLDN19	NM_001185117
CLDN19	NM_001123395
SEPTIN14	NM_207366
ZNF541	NM_001277075
GGN	NM_152657
PSMD13	NM_002817
PSMD13	NM_175932
XPO1	NM_001410799
CRMP1	NM_001313
SPRED3	NM_001394338
CRMP1	NM_001014809
CRMP1	NM_001288662
SPRED3	NM_001394336
SPRED3	NM_001394337
SPRED3	NM_001042522
CRMP1	NM_001288661
P3H1	NM_001146289
ZNF600	NM_001321866
ZNF600	NM_198457
ZNF600	NM_001321867
P3H1	NM_022356
P3H1	NM_001243246
TMPRSS11F	NM_207407
ZNF320	NM_001351777
ZNF320	NM_001387570
ZNF320	NM_001387571
XPO1	NM_003400
C2CD5	NM_001385330
C2CD5	NM_014802
C2CD5	NM_001385332
C2CD5	NM_001385331
ZNF320	NM_001351773
ZNF320	NM_001387572
ZNF320	NM_207333
ZNF320	NM_001351776
ZNF320	NM_001387575
ZNF320	NM_001351774
ZNF320	NM_001387576
ZNF320	NM_001351775
ZNF320	NM_001387574
ZNF320	NM_001387577
ZNF320	NM_001387573
LDHAL6A	NM_001144071
C2CD5	NM_001385329
C2CD5	NM_001385327
C2CD5	NM_001385324
C2CD5	NM_001286176
C2CD5	NM_001385322
C2CD5	NM_001385333
LDHAL6A	NM_144972
NFILZ	NM_001378600
C2CD5	NM_001286173
NFILZ	NM_001378599
TMPRSS11B	NM_182502
C2CD5	NM_001385326
C2CD5	NM_001385325
C2CD5	NM_001286177
NFILZ	NM_001378601
C2CD5	NM_001286174
NKPD1	NM_198478
RBFOX1	NM_018723
RBFOX1	NM_001142333
C2CD5	NM_001385328
C2CD5	NM_001286175
C2CD5	NM_001385323
RBFOX1	NM_001308117
RBFOX1	NM_001364800
TRIM3	NM_033278
RBFOX1	NM_001142334
STPG1	NM_001199013
STPG1	NM_001199012
TRIM3	NM_001248006
STPG1	NM_178122
STPG1	NM_001199014
TRIM3	NM_006458
TRIM3	NM_001248007
RBFOX1	NM_145892
FGF6	NM_020996
RBFOX1	NM_145891
RBFOX1	NM_145893
KLK5	NM_012427
KLK5	NM_001077491
GALNT3	NM_004482
SELENOH	NM_170746
SELENOH	NM_001321335
KLK5	NM_001077492
DDIT3	NM_001195055
DDIT3	NM_001195054
DDIT3	NM_001195053
DDIT3	NM_001195056
DDIT3	NM_001413641
DDIT3	NM_001195057
DDIT3	NM_004083
GRIA1	NM_001258019
GRIA1	NM_000827
GRIA1	NM_001364165
GRIA1	NM_001364167
GRIA1	NM_001258020
GRIA1	NM_001114183
MPP2	NM_001278376
GRIA1	NM_001364166
GRIA1	NM_001258023
KLK6	NM_001012964
GRIA1	NM_001258022
GRIA1	NM_001258021
KLK6	NM_002774
KLK6	NM_001319948
KLK6	NM_001012965
KLK6	NM_001319949
MPP2	NM_005374
MDK	NM_001270550
SPINK7	NM_032566
MDK	NM_001012334
MDK	NM_001270552
MDK	NM_002391
MPP2	NM_001278375
MDK	NM_001012333
MPP2	NM_001278381
MDK	NM_001270551
MPP2	NM_001278371
NIPAL3	NM_001322854
NIPAL3	NM_001322855
NIPAL3	NM_001322856
NIPAL3	NM_020448
NIPAL3	NM_001322868
NIPAL3	NM_001322866
NIPAL3	NM_001322864
NIPAL3	NM_001322857
SPINK9	NM_001040433
NIPAL3	NM_001322862
NIPAL3	NM_001322863
NIPAL3	NM_001322858
NIPAL3	NM_001322859
NIPAL3	NM_001322860
NIPAL3	NM_001322861
MPP2	NM_001278372
